Review,Rating
"넘 맛있음. 근데 맛 빼고 위생, 응대 무엇 하나 상쾌한 게 없어서 별 하나 빼요 ㅠㅠ.",2.0
"나의 추억을 아이들과도 나누고싶어 
지지난주에는 큰딸을, 오늘은 작은 아들을 데리고 방문했다.
화장실을 묻는데 째리며 되묻는 직원아줌마를 보며
아 굳이 나누지 않아도 될 추억이구나 싶다.
더보기",4.0
"서울 와서 뭐먹을까 고민하다 떠오른 칼국수
비싸고 사람도 많았지만 후회없는 선택이었습니다
닭고기 고명이 생각보다 많아요",1.0
"후기 이거 맞아요………..?뭐지…..?
친절하셨긴 한데요 가장 중요한 맛이 정말 별로였습니다. 맛이 없다는 말이 아니라 맛있지 않다는 말이 어울려요.
특히 면이 가장 문제라고 생각합니다.
더보기",5.0
"칼국수에서 중식맛이 남!
해장하기에도 좋음",3.0
"마늘맛 가득한 김치가 맛있어요!
둘이서 칼국수 하나 시키면 사리추가 안된다더라구요..🥲
그리고 종업원분들이 조금만 더 친절하셨으면 좋겠어요🥲",5.0
한국 대표 맛집이라 봄. 50년 전이나 지금이나.,4.0
자극적인 맛. 가끔 생각나는데 명동가면 꼭 가게되네요👋,3.0
"칼국수보다는 약간 홍콩의 완탕면과 비슷한 맛
워낙 유명한 집이니 한번 체험해볼만하나, 평범한 맛에, 정신 없고, 직원들은 불친절하다",5.0
"명동에 볼 일 없어도 찾아가는 맛
맛은 변함없어서 좋은데
직원아주머니가.. 너무 다른 직원들 잡아서 먹는 내내 신경쓰여서 불편함",4.0
"밥상에서 바퀴벌레 두 마리가 엄청 돌아다녀서 놀랐어요, 직원한테 말하니까 태연하게 다른 테이블로 안내하더라고요, 다시는 안 옵니다.",2.0
식탁에 쌓여있는 컵들 잘 보세요 맨 아래쪽 컵들에 흑백으로 곰팡이 펴있었음 진짜 무슨 솜사탕인줄ㅋㅋㅋㅋㅋㅋ 와 진짜 더럽다고 영업정지까지 먹은 곳인데 반성이 없음,4.0
"겉보기에 건물 밖에까지 대기 줄이 길어서 많이 기다려야할 것 같았는데 인원 수 별로 1,2층을 나눠서 가니 5분? 별로 안 기다려서 먹었어요 다닥다닥 붙어 앉아서 식당 분위기는 좋다고는 못하겠고 그냥 맛있고 대기가 없어서 좋았음! 칼국수 면은 쫄깃하지 않고 말랑 부드러웠어요 겉절이가 매콤하고 맛있음!
더보기",1.0
"교자 칼국수 독보적 원탑.
감칠맛 나는 국물과 맛있는 교자, 구수한 양념이 어우러진 환상의 맛.
마지막에 밥도 말아 먹으면 한그릇 뚝딱.
매콤하다 못해 아린 김치와 칼국수를 같이 먹으면 이만한 행복이 없다.
더보기",1.0
"최악
정신 없고 칼국수, 비빔면, 만두 다 별로",3.0
불친절해요,5.0
여기가 칼국수가 원탑이지,1.0
"만두는 고기맛이 강하고 김치에 마늘향이 엄청남
호불호가있겠으나 저는 불호.",5.0
"정말 오래된 곳
명동 갈 때마다 들러요~!
가격은 좀 비싸도 습관처럼 가게되네요",5.0
아무리 말 많아도 주기적으로 생각나는 곳,2.0
Way good. Worth most waits.,4.0
사람이 많아서 분위기가 개판오분전임. 만두 맛은 나쁘지 않았고 칼국수는 면이 좀 불어서 그게 아쉬웠음.,5.0
"한번씩 자꾸 생각 나는 맛 
김치는 마늘 듬뿍이라 향이센데 
이게 칼국수랑 조합이 좋음 
앉자마자 나오는 진정한 K-패스트푸드
더보기",5.0
"별점 3점 이하는 가지마라 이것보다 더맛있는 칼국수집 있으면 거기 가거라 쓸데없는 불만 남기지말고 30년 넘은 단골이지만 아직도 맛있다
여기 김치는 마늘맛이 강한게 킬링포인트다",3.0
"매우 애정하던 곳.
다닌지 30년이 넘은 곳.
이번이 내 의지로 가는 
마지막 방문일듯.

차라리 이태원으로 가겠습니다.
더보기",4.0
"아주 좋아요
가격도 상대적으로 저렴해 졌어요",5.0
"맛은 좋으나 시장 북새통 분위기와 시키면 기본 10분씩은 걸리는 상황. 사리 추가에 10분 넘게 걸릴줄 누가 알았을까요... 
아쉬움이 많이 남네요",1.0
"칼국수랑 콩국수 맛은 있는데 너무 간이 다 짜요
콩국수 기본간이 너무 짬 ; 설탕파라 설탕 받아서 중화시켰어요
김치는 도대체 왜 이렇게 만드는 건지.. 마늘맛 너무 강함 ㅜㅜ 그리고 다들 바빠서 주문을 안받아줌
주문 한다니깐 잠시만 기다려 달라더니 안 옴 
바로 옆에 온 나이 있는 여자직원한테 주문 좀 해도 되냐니깐 무시하더니 저 멀리 있는 자리 안내하는 남직원한테 성질내면서 주문 안받아!? 이럼 
그 말 할시간에 본인이 주문 받으세요; 진짜 제가 다 무안했네요
더보기",2.0
"어렸을쩍 아버지 손잡고 갔던곳. 지금은 아들손잡고 가는곳.  옛생각나 일년에 네번씩은 갔는데  이제는 야박해졌다는 생각이 드네요.
제일 아쉬운것 옛생각의 추억이 사라지는 슬픔이 있네요.
돈많이 버시고 손님들에게 야박이란것을 사리로 담아 주세요
더보기",2.0
진짜 맛있고 양 진짜 많음,3.0
너무 맛있습니다 국물 시원하고 깔끔하네요,1.0
"음식은 환장 맛있으나 직원들의 불친절 진짜 대환장
대답안하는건 아주 기본.
바쁘셔서 힘든건 알겟으나 어쩜그리 기본 인성들이 없으신지 단 한분도 친절한 분이 안계심
하지만 칼국수든 콩국수든 김치든 맛은 깡패
더보기",5.0
"칼국수 면이 완전 쫄깃쫄깃하니 넘 맛있음!!💦
비빔국수는 너무 간이 쌤
존맛탱 칼국수만 드세요❤️❤️❤️❤️❤️❤️❤️",5.0
"카맵 리뷰 처음으로 남겨보는데ㅜ
불친절은 기본이고
앉아서 음식 나오는 거 기다리는데 매장 바퀴벌레가 다리타고 허벅지까지 올라와서 소리지름
더보기",5.0
"만두 말고는 먹을 게 없다…가지 마라…..1인 1메뉴 아니면 입장도 못한다 한다….들어가니 줄을 세우고 이쪽으로 비켜라 마라….정신이 없다.  자리가 한참 비어 있어도 누구도 안내하지 않는다…컵은 더럽고 물이 부족해 소리를 질러도 대답하는 종업원이 없고 불쑥 말없이 물을 갖다 놓는다…..세상 이렇게 불친절한 가계는 첨 본다…..외국인 친구가 가자해서 갔는데 난 두번 다시 안간다…..
더보기",5.0
맛잇어요,1.0
"직원개불친절
교육제대로
전부다시받아야할듯
손님에게 기다리라고
큰소리 치고
1인손니은주문도안받고15분동안생까는
직원들
외국이라고욕도하네
직원관리도대체어떠게하는지
손님많다고
그리불친절하다고
불매운동맞고 후해 하지말고
제대로교육시키세요콩국수 만두
더보기",3.0
"한마디평 : 지나친 원가절감에 의한 진퉁의 짝퉁화

1. 7년만의 방문. 칼국수.. 간은 맞으나 묽다. 예전엔 끈적한 느낌이었으나 그냥 묽다. 국물 만드는데 재료를 많이 덜 썼다.

2. 고명을 매우 줄였다. 고기도 양파도..

3. 김치는 특색이 없어지고 먹기가 불편하다. 마늘김치인가?
세번 네번 리필하던 그 김치가 아닌 한그릇도 다 먹기 버거운 맛이 돼버렸다.

4. 좋았던 추억의 첫사랑을 시간이 지나 다시 만났더니 못생기고 살찌고.. 차라리 만나지말고 추억으로 기억할껄 하는 느낌.

5. 평점 : 3/5점. 1.1만원 주고 이건 안사먹는다.
더보기",5.0
,2.0
"칼국수가 이래야한다는 정의는 없죠. 나름의 재료와 비법으로 각자 맛을 내는것이라고 생각해요.  취향이 다르듯 입맛도 다를 수 있어요. 자신의 입맛과 취향에 안 맞다고 맛없다고 깍아내리는건 옳지 않다고 봐요^^ 제 입맛엔 딱 좋습니다. 맛있어요.
명동왔다가 여기는 못참죠^^ 꼭 드세요
더보기",3.0
칼국수보다는 고기국수 같습니다. 오래 줄서서 기다리며 먹을 정돈 아닌 것 같네요. 특별한 맛은 기대하지 마세요~,4.0
"여기 콩국수 맛집이다. 명동 최고의 피서지.

칼국수는 예전 기억으로 너무 자극적이어서 별로 땡기지 않았지만 맛집 불모지인 명동에서 갈만한 곳이 없어 방문했다. 

외국인들이 많아 대기도 많지만 회전율이 미친듯이 빠름. 그리고 음식도 주문하자마자 나온다. 여름이니 콩국수지 해서 시켰는데 생각보다 너무 맛있어서 놀랐다. 에어컨을 미친듯이 틀어 추위에 떨며 먹었지만 만족하고 나옴

참고로 테이블 간격이 매우 좁다. 기계처럼 사람과 음식을 대하는 분위기라 분위기를 바라면 별로고, 간단하게 콩국수 후루룩 먹고가기 좋다.
더보기",5.0
"외국인 친구랑 둘이 갔고, 운좋게 웨이팅 없이 바로 들어감. 냅다 4인 테이블을 칸막이로 나눠서 합석 시키길래 당황스러웠다. 
만두는 평범했음. 생강맛 좀 나는 고기만두? 칼국수는 괜찮음. 좀 기름지다고 해야할까 개운한 느낌은 아니긴 한데 ㄱㅊ~ 마늘김치가 제일 맛있었다.(다 먹고나면 마늘냄새 좀 많이 나긴 함…)

자리는 닭장처럼 붙어있고 직원들은 불친절하고, 그닥 깨끗하지 않은 자리 상태와 툭툭 치고다니는 사람들… 다시 가고 싶진 않다….
더보기",3.0
많이 변한거 같음… 21년도엔 분명 맛있게 먹었는데 다시 오니까 진짜 맛이 변한거같음 별로다 이제 줄서서 먹는 이유도 모르겠다.,1.0
"앞치마 없어요
흰티 주의☺️
외국인을 위한 곳 같음 
이 가격에 굳이? 한국인 입맛엔 좀 짜고 엄청 자극적이에요
맛 그냥 그래요
더보기",2.0
여기 진짜 왜 가는지 모르겠...외국인 관광객 코스라는데 왜죠? 맛없고 사람많고 먹자마자 빨리 나가라고 눈치주고. 25년전엔 좋아하던 곳이였는데 최근 방문하고 다시는 안가기로,1.0
"예전에 참 신박하고 맛있었는데 내가 변한건지,이곳이 변한건지..너무 짜고 이젠 먹다보면 속이 살짝 느글느글해진다ㅜㅜ김치가 맛있고, 그래도 여기만의 맛이 있는 곳!!",1.0
가성비 안좋은 음식점. 먹고나면 입에서 마늘냄새 정말 심하게 나서 대화를 못한다.,1.0
"오늘 오랜만에 먹어봤는데 정말 맛이없었고 특히 2층에서 주문받던 마스크낀 남자 종업원.. 손님이 많아서 그런지 태도가 너무 불손함. 혼자서 먹는 손님은 거지냐? 빈자리가 많은데 굳이 합석시키는건 왜 그러냐? 빈자리가 없으면 이해 하겠지만 뭔 짓이야.
더보기",3.0
"이거 마늘 김치랑 같이 먹고나면 입에서 마늘 김치 냄새 심하게 나요;ㅋㅋㅋ
다음날까지 양치해도 올라옴ㅋㅋㅋㅋㅋ
여기서 마늘 김치 먹은 사람이 말하면 마늘 김치 냄새 엄청 남.. 속 울렁울렁..토 할것 같음;
더보기",3.0
"바쁠때 불친절한 건 그려려니 합니다. 근데 식사 시간대도 지났고 비가 온 뒤라 매장 손님이 절반밖에 없는데도 어찌 그리 불친절하신지. 기다리다 먹었을 땐 안 그랬는데 음식이 나왔는데 바로 안줘서 그런건지 로봇이 헤매다 와서 그런건지 음식은 식어있고 그러니 당연 느끼하고 김치도….대접받지 못한 이 느낌. 유명 맛집을 찾으면 왜 항상 이러는건지ㅠ
더보기",1.0
만두는 짱맛있는데 칼국수가 예전 맛이 아니라고해야되나.. 너무 짜기만 해서 아쉬웠어요 콩국수가 훨씬 맛있어용,1.0
5500원일 때부터 다녔는데 지금은 11000원이네요 그래도 여전히 맛있어요!!,2.0
"오랫만에 아이들과 방문했습니다. 미쉐린 가이드의 영향을 찾는 손님이 많더군요. 맛에 대한 부분은 다른 분들이 많이 작성하셔서 생각하고 서비스 부분에서 불편한 점 두가지 적으려고 합니다.   1. 4인 가족은 후문에서 줄을 서서 입장해야하는데. 일행 전원이 대기하지 않으면 줄도 못서게하고 안내요원 아저씨가 손님이 아니라 인간취급을 안합니다.   2. 저희가 콩국수 2 / 칼국수 2 / 만두 1 개 시켰는데, 주문이 잘못들어가서 만두가 2개 나와서. 주문이 잘못 들어간 것 같다 했더니. 너희들은 벽 그림에 있은 사진보고 주문을 확인 안하냐. 넌 눈을 어디에 두고 다니냐는 식으로 오히려 계산하는 아줌마가 화를 내시고 먹고 싶으면 새로 주문하라고 하시네요. 장사가 아주 잘 되니 손님한테 갑질하네요.주문시 내역확인 필수
더보기",3.0
직원분들 외국인들한테는 현금만받음. 케쉬. 케쉬 이러면서 옆에있던 외국인들한테 현금달라함. 카드줘도 케쉬.케쉬.ㅋㅋㅋ장말 이거 하라고 교육시킨건 아니겠지.ㅋㅋ쪽팔림은 한국시람몫.ㅋㅋ대단쓰.,5.0
"처음 먹어봤는데 유명한 이유를 알겠어요! 엄청 빨리 나오고 맛있네요 ㅎㅎ
외국인도 정말 많아요~!",5.0
일하시는 분들이 일하는게 아니라 편하고 싶어하는게 이 정도면 그 악명 높은 근처 하동관이 차라리 친절한 거 같고 무엇보다..칼국수 이 맛이 정말 맛있는 맛이에요?,3.0
"사실 딴건 다 별로고
맛 으로만 5점 줌",5.0
"김치가 너무 마늘맛,
대기줄이 빨리 빠지는 장점은 있지만
후다닥 먹고 나와야함 
명동에 놀러온 기념으로 먹고 가는건 낫배드
더보기",1.0
"직원분들 너무 불친절하고…
가게 내부 분위기도 어수선하고 맛은 무난하니 한번쯤 먹어볼만한데 급식소같은 느낌이라 좀 그래요
서빙로봇 있는데 걔 돌아다니기도 전에 직원분들이 가지고 가시는거면 왜 두신건지 의아하기도 하고 ~
원래 칼국수가 이렇게 덜 뜨겁게 나왔던지 기억이 잘 안나네요 식은거까진 아닌데 뭔가 전부 애매하네요
더보기",4.0
"칼국수보단 콩국수가 맛있네 ! 
명동 가면 무조건 들려야 하는 집 !",5.0
가격도 괜찮고 칼국수도 맛있었어요,3.0
명동갈때 한끼 적당히 떼우기에 이만한 곳이 없어요! 식당 고르기 귀찮을땐 명동칼국수!,5.0
"이젠 김밥천국 칼국수 정도의 맛으로 떨어짐
명동 맛집 하나를 잃어서 마음이 아프다",3.0
"맛이 많이 변했네요. 후기들 보고 사람들 입맛이 바뀐건지 맛이 변한건지 궁금해서 직접 가 봤는데, 맛이 없는 건 아니지만 만천원이라는 가격은 아니라는 생각이 듭니다. 특히, 김치는 먹기가 힘든 맛이네요. 특유의 마늘맛이, 예전에는 독특해사 좋았던 그 맛이, 이제는 과해져서, 먹기 불편할 정도입니다.
더보기",1.0
"너무너무 불친절하고 면이 밀가루 풋내도 많이 나고 너무 불어있었어요 잇몸만 있으셔도 잘 드실듯…

의자에 앉기도 전에 주문하라고 하고 엉덩이 의자에 닿기도 전에 카드 달라고 하는데 한손으로 까딱 하면서 카드 달라고 함ㅋㅋ

안경 안끼고 까무잡잡하신 분 사장님 아드님이신가요 잘릴 걱정이 없어서 그렇게 일하시는가 해서요
분점만 가다가 본점 처음 갔는데 분점 갈래요ㅠㅠ

와 수돗물 저희만 느낀줄 알았는데 물이 너무 수돗물 맛이 강해서 못마시겠어요
더보기",5.0
"그냥저냥 표준적인 고깃국물 칼국수맛. 만두도 교자가 육즙도 없이 특별할 것 없는데 어떻게 미슐랭 선정인지 모르겠다. 그보다 외국인들이 그렇게 많이오는 곳인데 직원들이 참 화가 많다. 1층에서 2층3층 구분해주고 응대하는 나이든 아줌마직원, 영어의사소통도 전혀 안되서 외국인손님들 못알아듣는데 소리지르고 떠밀면서 한국말로 “백메다, 백메다”, “써드플로와 끝” 같은 말만 소리지르며 반복하는게 좀 너무 자의식이 강한 가게가 아닌가 싶다. 외국인들이 서울 놀러와서 가장 많이 방문하는 곳 중에 한곳인거같은데 접객이 좀 아쉽다. 배짱도 정도껏 해야지 외국인 보기에 부끄럽다. 손님들끼리 서로 도와야 하는 가게인듯. 1인1메뉴 시키면 사리 리필이 되서, 면 나오는데 십오분정도 걸리긴 했지만, 실컷 먹었다.
더보기",1.0
"재평가 시급 제발 직원교육좀 다시 시키세요. 유명하다고 배짱 장사하나.. 맛있고 사람들이 찾아주니 아주 난리가 났네요, 물은 수돗물이고 반말에 사람들 치고다니고. 제발 기본은 하자구요 외국인 친구들 데려가기 쪽팔려요",1.0
"지인이 너무 가고 싶어 해서 어쩔 수 없이 두 번째로 갔는데
여긴 진짜 왜 웨이팅이 긴지 모르겠어요..",1.0
"맛있다. 맛있는데 사람 너무 많고 좁다.
이런 곳은 서비스 경험 그런거에 기대를 하면 안 되는거 알지만서도 그냥... 뭔가 급식소 온 느낌이라 막 그닥 만족스럽진 않음 그냥 잘 먹었다 끝 이정도
김치는 마늘맛이 너~~무 많이 나는데 외국인들은 이걸 어떻게 먹는지 모르겠다
더보기",5.0
명불허전,2.0
"맛있는데 흠 사람 너무 많아서 정신이 하나도 없고, 음료수 안 팔아서 아쉽고ㅠ, 비빔보단 일반이 더 맛있어요.",5.0
칼국수 맛있네요. 김치가 밀가루 음식의 느끼함을 잘 잡아주네요.,4.0
옛날맛이 아님........,4.0
국물은 짬뽕 불향이 나고 만두는 소룡포 비슷한게 묘하게 중식의 느낌이 남. 그러나 충격적일정도로 맛이 없음. 한국 미슐랭은 진짜 최악..^^ 외국인들 많던데 제발 여기말고 다른 맛있는 곳 가세요. 동네 칼국수집이 훨씬 나음.,4.0
명동교자 최고 마늘김치가 진짜 맛있어요,1.0
20년 이용자인데 맛은 있지만 갈수록 손님에 대한 감사나 배려가 없어짐. 광장시장 V2 한마디로 맛있는 급식소.,4.0
"내가 명동교자 다닌지 10년이 넘은 사람이오. 예전보다 국물이 많이 묽어졌소. 그리고 김치
또한 마늘이 너무 많이 들어가 마늘테러 당한 줄 알았소. 이 정도 맛이면 굳이 여길 와야하나 생각이 드는 정도요. 다음엔 더 나아지길 기원하겠소.
더보기",1.0
맛있는데 너무 시장바닥같아요 더럽고 불편하고,5.0
명동교자 콩국수와 겉절이는 사랑입니다.,2.0
"콩국수 면이 너무 퍼져서 나오긴 했는데
추억으로 가끔 가는 명동교자는 늘 어느정도는 만족",3.0
"항상 웨이팅이 많지만 빠르게 회전하는 식당 
칼국수 교자가 먹고 싶을때 들리는곳.",5.0
"내 콩국수를 왜 가위로 잘라요?
그릇을 내려놓자마자 묻지도 않고 가위로 내 콩국수를 싹뚝 싹뚝 싹뚝…잘라버림.
국수가 3cm가 되어 버림.
기분 나빠.
더보기",5.0
김치가 맛있었음,4.0
외국인 친구들 데려갔는데 다들 엄청 만족했고 저도 맛있게 먹었습니다. 줄이 길어서 대기시간이 좀 있긴한데 메뉴 주문하자마자 1초만에 음식 가져다 줬어요.,1.0
맛만있어여,5.0
"명동은 처음. 가장유명한 맛집이라길래 역 도착하자마자 바로 감. 하지만 좌석안내하는 직원한분이 불친절해서 엄청 기분나빴음. 웨이팅줄은 긴편인데 혼자가서 조금기다리고 바로 착석가능했음. 손님많아서 대량으로 만들어놓는지 기다린지 1분만에 바로나왔고, 기분 꿍했지만 그냥 먹음. 
맛은 솔직히 인정. 하지만 문제의 그 직원분;
관광지에서 짜증내지 마세요. 맛있지만 다시는 안감.
더보기",5.0
"과거의 맛보다는 덜 짜서 좋긴 하다. 뭐 특별하게 맛있다의 느낌은 없지만 명동을 다시 방문 하지 않을 듯 하다 하면 와서 먹어보는 걸 추천. 그래도 일반 칼국수집과는 다른 맛에 지역명을 두고 대표하는 곳이니 안 먹고 지나치면 후회는 있을 듯. 후추를 좋아하시는 분은 좋아하시겠음 ㅣ. 
좀 많이 드시는 분은 처음부터 사리 추가하시고, 밥까지 말아드신다면 가성비가 나쁜 집은 아님. 
안동 국수의 걸쭉한 맛과 일반 칼국수의 중간 정도 되는 듯.
더보기",5.0
1점주기엔 낮고 4점주기엔 아까워서 3점입니다. 김치는 맛있는데 국수가 제취향이 아니었네요. 만두는 쏘쏘,3.0
"줄은 길어도 테이블 회전이 빨라서 10분정도 기다림

사리 공기밥 추가는 무료인데 옆 테이블 손님은 사리를 두번 추가하시는걸 보고 가성비도 있겠다 싶었음 😚

칼국수 맛은 여전하고 좋은데 김치 마늘향이 점점 진해지는게 쩝…
더보기",3.0
"대기중 세우시는 분께서 10분 이면 된다고 하셨는데 
30분 정도 기다렸어요.
줄 서는 시간은 알려주시는 시간에  3배 정도 
더 생각하셔야 할듯
더보기",4.0
"대구사는 친구가 놀러와서 명동을 한번도 안 가봤다길래 데려가봤어요 저는 두번째 방문인데
옛날에 배부를 때 와서는 솔직히 이게 뭔맛인가싶었는데 오랜만에 먹어보니까 비빔국수 시원하고 간도 적당하고 만두도 육즙이 잘 나오고 좋네용~!! 다만 가게가 손님이 끝이 없다보니 직원분들이 너무 바쁘셔서 좀 혼잡해용
더보기",4.0
"콩국수 칼국수 만두 
김치에서 생강향이 더 심해진 것 같아요
가격도 너무 비싼듯합니다 
콩국수는 의외로 맛있었어요
더보기",3.0
"맛있음, 도떼기시장같이 정신없긴한데
맛있어서 용서됨. 김치 맵싸~ 한게 맘에 듦",4.0
the staff is rude. Doesn't worth it,4.0
"명동올때마다 엄청난 대기줄에 포기했는데 드디어 먹어봄!
맛은 주관적이라 다르지만 이맛에 이렇게 기다려서 먹을까 ㅁ혼란스러움, 맛없지는 않지만 줄서먹기엔 딴 맛집 가겠음, 김치맛이 그렇게나 좋다던데 그렇지 않았음. 사람 많아 힘들어서 그런지 불친절 탑재함, 이제 먹어봤으니 안감,  뒤돌아서면 생각나는 맛이라던데 몇일지나 생각안날까 적어봄
더보기",5.0
오전11시에 가서 웨이팅 없이 입장.두명은 2층.외국인이 더 많음 . 맛은 강추 . 공간 협소해서 여유있게 먹기는 어려움.직원 친절함.동생한테 일찍가서 먹고오라 했음.,1.0
2년만에 왔는데 가격도 많이 오르고 맛이 많이 변했네요.. 전에는 맛있었는데 국물이 연하고 면발이 약해짐,4.0
"칼국수 맛나요. 명동을 자주가면 다른 음식점도 이용할텐데 가끔 가니까 여기서 먹을수 밖에.. 그리울 때쯤 가니까요. 여긴 친절이고 뭐고 추억으로 먹지 않나요? 가던 사람들은 바쁜거 뻔히 아니.. 사리, 밥 추가 공짜. 처음부터 추가해서 시켜도 되요. 남기지만 않으면 좋을거 같아요.
더보기",5.0
"수십년 단골집입니다.
언제라도 최고의 칼국수라고 봅니다.
술먹은 담날이 더 절실하죠.
마늘향 물씬한 겉절이 김치가 일품이구요.
더보기",4.0
"이제는 사실상 관광식당입니다. 맛은 여전히 나쁘지 않지만 줄서서 먹을 만큼의 맛도 아니며, 무엇보다 좁은 공간에서 편안하고, 여유롭게 먹지도 못한다는 점을 염두해 두시는 게 좋습니다.",5.0
"맛은 있지만 여유로운 식사는 불가한곳
요즘은 외국인이 더 많은 느낌
내앞에 외국인, 내옆에 외국인
내옆에 외국인 나가고 또 외국인
더보기",5.0
대체 왜 평가가 좋은지 전혀 이해할수 없다. 무엇보다 닭장같은 좌석에 바글바글 시끌벅적 모여앉아 빨리 먹고 빨리 나가는 분위기가 정말 최악 이렇게까지 해서 먹고싶은 음식도 아님.,3.0
"싱가폴 친구랑 같이 갔었는데 좁고 불친절하고 공장 식당 같은 분위기 였네요.

맛은 나쁘지 않지만 다시 가고 싶지는 않네요.",4.0
칼국수면발 어찌 이리 야들 야들 쫄깃 할까요?  국물맛 넘 좋아요  난 중독됐어요  김치도 넘 맛읺어!,2.0
"음식 맛은 아주 뛰어나진 않지만, 꽤 괜찮습니다. 그러나 분위기와 서비스는 컨테이너 공장 같은 느낌이 들었습니다. 아늑하고 편안한 분위기까지는 아니더라도 들어가서 마음 편하게 식사를 할 수 있는 분위기였으면 좋겠네요",5.0
"돗데기시장 그 자체
원래도 그랬지만 갈수록 쫓기듯 먹게됨",4.0
"久しぶりに行きました。
相変わらず美味しいカルグクスと
蒸し餃子（マンドゥ）を頂き大満足です。

2023/9/10更新
今回は期間限定のコングクスを食べに行きました😋♡
더보기",3.0
"맛은 좋은데
직원 아주머니 사레들렸다면서 가운데서 계속 헛구역질 기침하시네요
김치 던지면서 주고
마스크 아래로 내린채로 기침하시면서
손님들 물주고 하는 곳에다 기침 5분은하신듯
더보기",3.0
"22.12.05) 칼국수 별로 안좋아하는데 친구가 오자 해서 반강제로 온 곳. 
그런데 내가 알고 있던 칼국수가 아니었다. 국물에서 느껴지는 진한 고기향부터 적당히 익혀진 양파까지 
칼국수보다는 무슨 우육면을 먹는 느낌이었음.. 근데 훨씬 느끼하지도 않고 적당히 짠 듯한. 
만두도 여태껏 먹은 만두 중 최고였다

24.05.19) 1년 반 만의 재방문, 이번엔 콩국수를 먹어봄. 본래 고기칼국수 맛집이라 기대 별로 안 했는데 은근 콩국수 맛집이었네요. 일반적인 콩국수와는 다른 이 집 국물만의 특징적인 향이 꽤 기억에 남는데, 살짝 꾸덕한 샐러드 드레싱을 퍼먹는 느낌도 있고.. 떠먹으면 떠먹을수록 매력적이며 호불호 갈릴 맛이 아니라서 콩국수 싫어하는 일행이 한입 떠먹어보곤 생각보다 먹을만하다고도 했음. 항상 비슷한 여의도 스타일의 꾸덕함의 극치를 달리는 콩국수만 먹다가 이 집 콩국수를 먹어보니 상당히 색달랐고, 정말 맛있게 그릇 비웠습니다. 
사람 많은 거랑 마늘김치는 여전하더군요. 그래도 친절하셨습니다
더보기",4.0
"웨이팅이 극심 하지만 회전율이 좋아서 기다릴 만한 정도고 생각 외로 알아서 챙겨주는 친절한 서비스가 마음에 든다. 하지만 밀집도가 너무 높은 점은 불편할 수도 있겠다. 밑반찬으로 나오는 김치는 마늘이 너무 들어가서 이건 국적불명 수준이랄까 암튼 그랬다. 납작 완탕 4개와 고기고명이 듬뿍 올라간 칼국수는 면발이 매끄럽고 불향 가득한 중화풍이어서 살짝 느끼할 수도 있겠고 만두 역시 소룡포 스타일의 중국풍이다.
  외국인을 포함해서 많은 사람들이 찾는 집이라 좀 더 세심한 관리가 필요 하겠고 나름 한국의 이미지를 심을 수도 있는 집이어서 좀 더 한국적인 맛 이었으면 하는 아쉬움이 남는다.
더보기",5.0
"수식어가 필요없는 미슐랭 맛집 이지요~ 혹시 맛의 변화가 없는지 궁금하기도 하고 오랜만에 방문해 보았어요.

""칼국수""는 불향나는 고기 고명과 볶음 마늘 향이 더해진 진한 국물이 여전히 훌륭합니다. 요즘 같은 고물가에도 11,000 원의 가격이면, 가성비 역시 괜찮은 듯 해요. 요청하면, 무료로 면사리 추가나 밥 추가도 되고요. 5점 만점.

하지만, 밑반찬 김치가 맛은 있는데, 마늘을 과하게 넣었는지, 몇 조각 안먹었는데도, 속이 엄청 아리더라고요 ㅠㅠ 옛날에는 리필해 가며, 많이 먹었던 거 같은데... (리필을 못하게 하려고 일부러 마늘을 많이 넣었나...?)

어쨌든, 색다른 맛있는 것들을 많이 접하였어도 언제 먹어도 항상 맛있게 먹을 수 있는, 최고의 K-푸드 중에 하나인 듯 합니다.
더보기",5.0
"맛은 항상 같음. 맛있긴 함.
다만 고객응대 불친절 때문에 앞으로 맛있어도 안갈생각.
기존에 무제한으로 주던 밥를 이젠 인당 하나 밖에 주지 않음.
이거 가지고 왜 투정이냐? 칼국수가 만원이 넘어가는데 밥은 한숟갈 줌. 진짜 딱 한숟갈. 이해가 안되는 사람은 가서 양을 보시길.
그리고 종업원들의 태도도 매우 짜증났음. 불친절을 넘어서 고객에게 투덜거리는 음식점은 처음 봄.
밥을 하나밖에 주지 않는 것은 사리를 주니까 이해한다쳐도, 종업원 아줌마들 싹다 재교육시키던가 교체하지 않는 이상 종업원들 보기 싫어서라도 안갈 것.
더보기",3.0
"맛은 종로칼국수집들 평균보다 조금 나은정도(맛은있음) 하지만 안내부터 입맛이 털림 안내하는 직원분은 양말 벚으면서 안내 퉁명스러운 안내...두번은 오기싫은 기분,,",5.0
"맛은 있다
허나 맛을 뭉개 버리는 직원들의 개차반 응대
어차피 갈 사람은 간다는",1.0
Food is yummy but the service is bad. Why do you only give more kimchi to Koreans? And they don’t even eat all of it… We got half the amount of kimchi you give to Koreans…,1.0
"웨이팅이 있지만 회전율도 빠름.
김치가 마늘의 알싸한 맛이 좋음.
고기국물 맛이 맛있음.",1.0
비오고 추워서 영화보고 명동교자먹으러 왔는데 오랜만에 왔어도 맛있네요ㅎㅎ뜨끈하게 잘먹었어요,3.0
